X	Y	Z	RotX	RotY	RotZ	XDt	YDt	ZDt	RotXDt	RotYDt	RotZDt
-0.045585	-0.39697	0.27656	-0.64434	0.19599	-0.046139	0.060885	-0.034967	0.021929	-0.029834	-0.011258	0.0055692
-0.16715	-0.39719	0.27145	-0.64091	-0.0022088	-0.2341	-0.12156	-0.0002245	-0.0051039	0.0034296	-0.1982	-0.18796
-0.10642	-0.41311	0.28296	-0.64277	0.037128	-0.18362	0.060731	-0.015915	0.011506	-0.0018614	0.039337	0.050479
-0.14884	-0.42552	0.27627	-0.63954	-0.0099454	-0.22891	-0.04242	-0.012406	-0.006687	0.0032353	-0.047074	-0.045285
-0.13957	-0.4109	0.2523	-0.5993	0.011682	-0.20312	0.0092695	0.014611	-0.023975	0.040236	0.021628	0.025783
-0.098622	-0.40552	0.25074	-0.60893	0.048133	-0.15938	0.040944	0.0053836	-0.001554	-0.0096248	0.036451	0.043742
-0.074829	-0.40192	0.24307	-0.61484	0.058381	-0.12999	0.023793	0.0035989	-0.007674	-0.0059108	0.010248	0.029394
-0.026117	-0.40405	0.23974	-0.63627	0.13071	-0.052361	0.048712	-0.0021319	-0.0033274	-0.021435	0.072331	0.077628
0.018173	-0.40478	0.21863	-0.62175	0.16786	0.0026081	0.04429	-0.00072364	-0.021116	0.014519	0.037151	0.054969
0.026017	-0.39273	0.21277	-0.61289	0.18472	0.030614	0.0078443	0.012046	-0.0058566	0.0088621	0.016853	0.028006
0.028958	-0.41021	0.2147	-0.62277	0.19091	0.02402	0.0029416	-0.017482	0.0019259	-0.0098755	0.0061968	-0.0065942
0.027171	-0.35793	0.19974	-0.55782	0.15676	0.01742	-0.0017875	0.052286	-0.014952	0.06495	-0.034148	-0.0066
0.033563	-0.37754	0.20047	-0.54764	0.16974	0.016339	0.0063922	-0.019614	0.0007258	0.01018	0.012974	-0.0010808
0.042301	-0.33659	0.15742	-0.3852	0.12276	0.0031074	0.0087375	0.040947	-0.043046	0.16244	-0.04698	-0.013232
0.037962	-0.34428	0.15152	-0.38492	0.13275	0.0021793	-0.0043387	-0.0076889	-0.0059078	0.00027517	0.0099921	-0.00092805
0.031502	-0.33775	0.14047	-0.34231	0.11872	0.0019268	-0.00646	0.0065365	-0.011047	0.042613	-0.014035	-0.00025254
0.026012	-0.33622	0.14471	-0.37179	0.13021	0.0051078	-0.0054899	0.0015253	0.0042414	-0.029474	0.011497	0.003181
0.025802	-0.32734	0.14168	-0.38007	0.14213	0.020654	-0.00021038	0.0088831	-0.0030355	-0.008285	0.011916	0.015546
0.026942	-0.3373	0.13639	-0.37317	0.14518	0.017843	0.0011402	-0.0099587	-0.0052822	0.0069045	0.0030557	-0.0028106
0.026579	-0.332	0.12387	-0.37243	0.15333	0.020449	-0.00036243	0.0052927	-0.012526	0.00073912	0.0081418	0.0026054
0.025946	-0.34404	0.1261	-0.37543	0.15963	0.024061	-0.00063351	-0.012039	0.002234	-0.0030064	0.0063068	0.0036119
0.026967	-0.32304	0.11177	-0.38297	0.15884	0.019993	0.0010211	0.021005	-0.014334	-0.0075416	-0.00079497	-0.004068
0.02236	-0.33906	0.12476	-0.3847	0.15231	0.016351	-0.0046074	-0.016018	0.01299	-0.0017227	-0.006524	-0.0036416
0.019383	-0.33183	0.10561	-0.36166	0.14907	0.013414	-0.0029765	0.0072284	-0.019143	0.023042	-0.0032475	-0.0029377
0.011797	-0.35203	0.12192	-0.38853	0.13903	0.0083509	-0.0075864	-0.0202	0.016307	-0.026879	-0.010039	-0.0050626
0.0093172	-0.34549	0.1087	-0.32545	0.1414	0.010476	-0.0024797	0.006533	-0.01322	0.063089	0.0023686	0.0021255
0.0077671	-0.35721	0.13199	-0.39881	0.145	0.0058835	-0.00155	-0.01172	0.023287	-0.073363	0.003607	-0.0045929
0.0055238	-0.33237	0.10525	-0.34871	0.14333	0.006178	-0.0022433	0.024841	-0.02674	0.050103	-0.0016728	0.00029456
0.0051463	-0.33616	0.12427	-0.38633	0.15405	0.0094691	-0.00037751	-0.0037896	0.019023	-0.037626	0.010722	0.003291
-0.00060887	-0.34591	0.10931	-0.35563	0.14532	0.0081518	-0.0057552	-0.0097443	-0.014961	0.030707	-0.008733	-0.0013173
-0.00026395	-0.33994	0.11152	-0.35065	0.14892	0.015361	0.00034492	0.0059713	0.002206	0.004979	0.0036008	0.007209
-1.452e-05	-0.3703	0.11089	-0.34493	0.14316	0.014741	0.00024943	-0.030368	-0.00062427	0.0057165	-0.0057586	-0.00061992
-0.0011408	-0.35419	0.094611	-0.3605	0.15197	0.015356	-0.0011263	0.016118	-0.01628	-0.015565	0.00881	0.00061483
0.0022515	-0.34808	0.099822	-0.36179	0.14791	0.017932	0.0033923	0.0061062	0.0052111	-0.0012908	-0.0040652	0.0025759
0.0019871	-0.35444	0.1027	-0.38339	0.15768	0.014173	-0.00026437	-0.0063562	0.0028783	-0.021604	0.0097691	-0.0037586
-0.0034105	-0.36375	0.12508	-0.36154	0.14902	0.018578	-0.0053976	-0.0093115	0.022375	0.021851	-0.0086512	0.0044053
-0.0011393	-0.36116	0.11997	-0.34552	0.15304	0.021303	0.0022712	0.0025892	-0.0051073	0.016018	0.0040201	0.0027248
0.0010658	-0.37368	0.13395	-0.32975	0.14841	0.024638	0.0022051	-0.012519	0.013986	0.015769	-0.0046301	0.0033351
-0.0021426	-0.38767	0.14674	-0.35885	0.15994	0.022489	-0.0032084	-0.013991	0.012786	-0.029099	0.011524	-0.0021492
0.00056321	-0.37487	0.13435	-0.3677	0.15386	0.019337	0.0027058	0.012795	-0.012394	-0.0088454	-0.0060758	-0.0031517
-0.012544	-0.37932	0.14963	-0.37725	0.16943	0.024203	-0.013107	-0.00445	0.015281	-0.0095553	0.015566	0.0048658
-0.010434	-0.3713	0.12982	-0.32941	0.16699	0.017006	0.0021099	0.0080203	-0.019811	0.04784	-0.0024389	-0.0071967
-0.0074955	-0.36307	0.11087	-0.32715	0.16927	0.029195	0.0029382	0.0082328	-0.018946	0.0022635	0.0022828	0.012188
-0.0040584	-0.39089	0.14679	-0.34166	0.17841	0.021022	0.0034371	-0.027823	0.035922	-0.014514	0.0091398	-0.008173
-0.015868	-0.42927	0.15496	-0.32883	0.17694	0.028864	-0.011809	-0.038377	0.0081635	0.012831	-0.001472	0.0078424
-0.010043	-0.33958	0.07503	-0.35692	0.15662	0.025295	0.0058248	0.08969	-0.079928	-0.028091	-0.020321	-0.0035691
0.0006756	-0.37196	0.045378	-0.44442	0.17477	0.039436	0.010718	-0.032385	-0.029651	-0.087497	0.01815	0.014141
-0.037159	-0.47639	0.14856	-0.30638	0.20154	0.04014	-0.037834	-0.10442	0.10318	0.13804	0.026767	0.00070418
-0.06687	-0.55853	0.56951	-0.3617	0.25799	0.064551	-0.029711	-0.082144	0.42095	-0.05532	0.056453	0.02441
-0.17946	-0.88739	1.2738	0.15743	0.36273	0.085285	-0.11259	-0.32886	0.70429	0.51913	0.10474	0.020735
-0.24132	-0.72861	1.554	0.21178	0.37028	0.063932	-0.061859	0.15878	0.28015	0.054349	0.0075533	-0.021353
-0.20333	-0.56666	1.3827	0.46717	0.3838	0.081095	0.03799	0.16195	-0.17122	0.25539	0.013519	0.017162
-0.2275	-0.2888	0.80145	0.56369	0.3434	0.0083471	-0.024166	0.27786	-0.58128	0.096525	-0.040396	-0.072747
-0.081139	0.042217	0.15715	0.43912	0.22867	0.03259	0.14636	0.33102	-0.6443	-0.12458	-0.11473	0.024243
-0.10778	-0.027814	0.067411	0.56245	0.22057	0.016598	-0.026645	-0.070031	-0.089742	0.12333	-0.0080975	-0.015992
-0.035461	-0.059465	0.038166	0.28486	0.16052	0.051708	0.072323	-0.031652	-0.029245	-0.27758	-0.060054	0.035111
-0.055748	-0.15864	0.14463	0.25732	0.17927	0.058378	-0.020287	-0.099175	0.10646	-0.027542	0.018753	0.0066692
-0.073043	-0.23586	0.15827	0.16716	0.1922	0.054381	-0.017295	-0.077221	0.013641	-0.090162	0.012926	-0.0039963
-0.082302	-0.18692	0.11428	0.15065	0.17364	0.039412	-0.0092597	0.048941	-0.043993	-0.016513	-0.018551	-0.01497
-0.095643	-0.21769	0.17981	0.14835	0.17971	0.040657	-0.013341	-0.030766	0.065535	-0.0023004	0.0060634	0.0012458
-0.085441	-0.22799	0.19224	0.12324	0.18031	0.047249	0.010202	-0.010305	0.012432	-0.025106	0.00060611	0.0065919
-0.079686	-0.25044	0.20356	0.098848	0.17715	0.058657	0.005755	-0.022443	0.011322	-0.024392	-0.0031624	0.011408
-0.071071	-0.25363	0.18053	0.10686	0.17827	0.06834	0.0086157	-0.0031949	-0.023032	0.0080096	0.001122	0.0096834
-0.072649	-0.27176	0.16559	0.096995	0.17303	0.066261	-0.0015784	-0.018131	-0.014944	-0.0098632	-0.0052437	-0.0020792
-0.073364	-0.27958	0.16003	0.111	0.16434	0.066682	-0.00071473	-0.0078205	-0.0055604	0.014006	-0.0086942	0.00042085
-0.070261	-0.25856	0.13287	0.088921	0.18117	0.074445	0.0031027	0.021018	-0.027162	-0.022081	0.016836	0.0077632
-0.075383	-0.24991	0.13798	0.10299	0.16864	0.068391	-0.0051215	0.0086556	0.0051177	0.014073	-0.012531	-0.0060543
-0.066487	-0.22135	0.12068	0.062827	0.18701	0.077942	0.008896	0.02856	-0.017302	-0.040166	0.018371	0.0095509
-0.072969	-0.24333	0.13313	0.069035	0.17076	0.064747	-0.0064821	-0.021985	0.012449	0.0062081	-0.016254	-0.013194
-0.06709	-0.26644	0.13366	0.060002	0.17743	0.068341	0.0058784	-0.023108	0.00052401	-0.0090327	0.0066717	0.0035931
-0.065818	-0.25982	0.12265	0.060393	0.17789	0.068624	0.0012727	0.0066239	-0.011003	0.00039003	0.00046383	0.00028319
-0.064944	-0.2765	0.13769	0.054477	0.175	0.069672	0.00087354	-0.016682	0.015041	-0.0059154	-0.0028919	0.0010478
-0.062386	-0.26579	0.13154	0.046684	0.18802	0.070095	0.0025585	0.010713	-0.0061518	-0.0077932	0.01302	0.00042338
-0.068962	-0.27677	0.12943	0.040576	0.17911	0.073423	-0.0065764	-0.010986	-0.0021083	-0.0061083	-0.008911	0.0033278
-0.070953	-0.28598	0.13564	0.049065	0.19089	0.072903	-0.0019905	-0.0092108	0.0062079	0.0084892	0.011779	-0.00051987
-0.078466	-0.2945	0.13766	0.062554	0.1807	0.077212	-0.0075132	-0.0085195	0.0020161	0.013489	-0.010187	0.0043086
-0.07847	-0.26761	0.14086	0.04768	0.19751	0.075968	-4.7709e-06	0.026896	0.0032043	-0.014874	0.016806	-0.0012434
-0.070296	-0.27306	0.095155	0.047797	0.16173	0.079217	0.0081746	-0.0054514	-0.045707	0.00011726	-0.035774	0.003249
-0.083961	-0.28171	0.096697	0.05616	0.16625	0.081483	-0.013665	-0.0086512	0.0015423	0.0083631	0.0045191	0.0022654
-0.10764	-0.41264	0.31853	0.13112	0.24485	0.080374	-0.023681	-0.13093	0.22183	0.074962	0.078599	-0.0011085
-0.12436	-0.53755	0.34959	0.032779	0.26479	0.068067	-0.016715	-0.12491	0.031062	-0.098344	0.019942	-0.012307
-0.13123	-0.59403	0.51939	-0.022283	0.41014	0.09309	-0.0068711	-0.05648	0.1698	-0.055061	0.14534	0.025022
-0.077992	-0.55564	0.12558	-0.3399	0.30833	0.11663	0.053236	0.03839	-0.39381	-0.31762	-0.10181	0.023537
-0.070641	-0.44319	0.024304	-0.42138	0.34465	0.16386	0.0073511	0.11245	-0.10128	-0.081472	0.03632	0.04723
-0.048686	-0.41266	-0.12386	-0.601	0.33117	0.17967	0.021955	0.030526	-0.14816	-0.17963	-0.013475	0.015812
-0.070204	-0.42559	-0.040197	-0.59616	0.35014	0.17128	-0.021518	-0.012927	0.083662	0.004847	0.018968	-0.0083901
-0.077668	-0.48503	0.047186	-0.58514	0.40957	0.1816	-0.0074637	-0.059441	0.087383	0.011016	0.059436	0.010323
-0.082879	-0.51565	0.049428	-0.5015	0.37052	0.17634	-0.0052105	-0.030621	0.0022414	0.083637	-0.039051	-0.0052627
-0.086428	-0.47092	0.06129	-0.42838	0.38424	0.18627	-0.0035495	0.044729	0.011863	0.073121	0.01372	0.0099333
-0.087803	-0.44582	0.099616	-0.45075	0.38353	0.18008	-0.0013751	0.025102	0.038326	-0.02237	-0.00071519	-0.0061923
-0.099441	-0.42296	0.087711	-0.44361	0.35702	0.16122	-0.011638	0.022855	-0.011905	0.0071363	-0.026504	-0.018865
-0.10835	-0.46727	0.13482	-0.52529	0.36626	0.16561	-0.0089121	-0.044314	0.047106	-0.081678	0.0092347	0.004391
-0.12256	-0.49092	0.10008	-0.50724	0.35556	0.17217	-0.014204	-0.02365	-0.034736	0.018057	-0.010701	0.0065685
-0.11787	-0.50311	0.22694	-0.60698	0.4213	0.19062	0.0046872	-0.012187	0.12686	-0.099744	0.065745	0.018447
-0.12018	-0.52951	0.27212	-0.67016	0.44448	0.20375	-0.0023136	-0.026394	0.04518	-0.063182	0.023177	0.013128
-0.1186	-0.52438	0.20983	-0.68099	0.47164	0.19283	0.0015863	0.005125	-0.062295	-0.010831	0.027156	-0.010918
-0.13056	-0.56689	0.1402	-0.68115	0.46267	0.18399	-0.011963	-0.042505	-0.069629	-0.00015948	-0.0089631	-0.0088468
-0.13498	-0.48309	-0.14973	-0.61298	0.45997	0.16812	-0.0044196	0.083798	-0.28993	0.068177	-0.002703	-0.015867
-0.13518	-0.44152	-0.14243	-0.61711	0.46863	0.17031	-0.00019819	0.041568	0.0073031	-0.00413	0.0086604	0.002188
-0.13313	-0.37415	-0.16905	-0.60281	0.46582	0.18079	0.0020509	0.067369	-0.02662	0.014294	-0.0028067	0.010479
-0.12752	-0.40291	-0.02232	-0.66326	0.46761	0.18412	0.0056064	-0.028759	0.14673	-0.060449	0.0017895	0.0033366
-0.1395	-0.4985	0.15413	-0.71904	0.46323	0.19528	-0.011975	-0.095595	0.17645	-0.055784	-0.0043807	0.011162
-0.13859	-0.54996	0.14321	-0.82086	0.48158	0.19037	0.00090572	-0.051452	-0.010921	-0.10182	0.018351	-0.0049095
-0.15232	-0.56905	0.12009	-0.82847	0.49587	0.19749	-0.013726	-0.019093	-0.023122	-0.0076061	0.014288	0.0071183
-0.14123	-0.47254	-0.04157	-0.84328	0.49796	0.20543	0.011082	0.096513	-0.16166	-0.014815	0.0020855	0.0079423
-0.14091	-0.50735	-0.030789	-0.83775	0.50129	0.21468	0.00032099	-0.034813	0.01078	0.0055289	0.0033344	0.0092481
-0.13725	-0.51228	0.063723	-0.88154	0.48675	0.22561	0.0036623	-0.0049263	0.094512	-0.043789	-0.014539	0.010928
-0.13958	-0.64527	0.25134	-0.93719	0.51083	0.23289	-0.0023329	-0.133	0.18762	-0.055652	0.024077	0.0072805
-0.14494	-0.66697	0.33392	-0.96629	0.51833	0.23451	-0.0053559	-0.021698	0.082584	-0.0291	0.0074959	0.0016166
-0.14248	-0.70206	0.41196	-0.99819	0.52206	0.23971	0.0024558	-0.035092	0.078039	-0.031894	0.0037366	0.0051999
-0.1462	-0.7083	0.35317	-0.96881	0.51936	0.238	-0.0037134	-0.0062346	-0.058789	0.029374	-0.0027002	-0.0017076
-0.14666	-0.68594	0.35805	-0.971	0.52803	0.23931	-0.00046649	0.022363	0.0048736	-0.0021877	0.0086642	0.0013071
-0.1524	-0.72005	0.37051	-0.99872	0.54735	0.23598	-0.0057395	-0.034112	0.01246	-0.027722	0.019328	-0.0033273
-0.15201	-0.71695	0.4496	-1.057	0.55902	0.23577	0.00039484	0.0030968	0.079091	-0.058263	0.011661	-0.00020542
-0.16408	-0.8074	0.60321	-1.2184	0.56982	0.22831	-0.012072	-0.090447	0.15361	-0.16138	0.010803	-0.0074637
-0.16854	-0.80842	0.66816	-1.2366	0.5566	0.22465	-0.0044595	-0.0010257	0.06495	-0.018184	-0.013218	-0.0036563
-0.18162	-0.83327	0.71455	-1.3114	0.5698	0.20718	-0.013079	-0.02485	0.046392	-0.074829	0.013203	-0.017472
-0.17989	-0.81994	0.70261	-1.2716	0.56125	0.20006	0.0017276	0.013329	-0.011935	0.039737	-0.0085493	-0.0071178
-0.18148	-0.80226	0.69269	-1.2721	0.55827	0.1903	-0.0015875	0.017687	-0.0099231	-0.00047349	-0.002987	-0.0097645
-0.18044	-0.83535	0.72269	-1.2734	0.56129	0.18806	0.0010431	-0.033095	0.029998	-0.0012733	0.003026	-0.00224
-0.17592	-0.82191	0.72503	-1.2531	0.55219	0.19273	0.0045197	0.013438	0.0023428	0.020335	-0.0091061	0.004671
-0.17267	-0.8519	0.76012	-1.252	0.56611	0.18849	0.0032483	-0.029982	0.035084	0.0010839	0.013927	-0.0042381
-0.16392	-0.84182	0.75105	-1.246	0.55264	0.19116	0.0087495	0.010074	-0.0090698	0.0060212	-0.013475	0.0026617
-0.16997	-0.8616	0.76266	-1.2318	0.56678	0.18005	-0.0060574	-0.019777	0.011613	0.014165	0.014139	-0.011107
-0.17298	-0.87801	0.76297	-1.2395	0.55618	0.17662	-0.0030099	-0.016411	0.00030725	-0.0076822	-0.010601	-0.0034299
-0.17687	-0.88173	0.75389	-1.2286	0.56072	0.17504	-0.0038874	-0.0037251	-0.0090802	0.010866	0.0045418	-0.0015733
-0.17491	-0.89532	0.77636	-1.2358	0.56434	0.1879	0.0019594	-0.013584	0.022475	-0.0072275	0.0036236	0.012851
-0.17416	-0.86571	0.76969	-1.2235	0.57241	0.19288	0.00075514	0.029608	-0.0066771	0.012305	0.00807	0.0049795
-0.16523	-0.86832	0.76709	-1.2342	0.56875	0.19876	0.0089297	-0.0026155	-0.0025966	-0.010654	-0.003658	0.0058827
-0.16066	-0.89012	0.71816	-1.2468	0.5746	0.1948	0.004572	-0.0218	-0.048928	-0.01265	0.0058467	-0.0039577
-0.1421	-0.87963	0.63147	-1.2752	0.53025	0.19388	0.018561	0.010494	-0.086691	-0.028404	-0.044354	-0.0009172
-0.14142	-0.92914	0.58842	-1.2945	0.55031	0.19597	0.00067439	-0.049505	-0.043046	-0.019266	0.020068	0.0020861
-0.14744	-0.88099	0.5697	-1.2979	0.53785	0.19539	-0.0060213	0.048147	-0.018722	-0.003367	-0.012464	-0.00057532
-0.15368	-0.89588	0.64758	-1.2875	0.56123	0.19354	-0.006233	-0.014892	0.077877	0.010371	0.023379	-0.0018583
-0.16036	-0.8655	0.68243	-1.2713	0.57151	0.19664	-0.0066817	0.030384	0.034854	0.016187	0.010276	0.0031057
-0.15894	-0.88464	0.75538	-1.2343	0.5777	0.1978	0.0014136	-0.01914	0.072944	0.036994	0.006194	0.0011569
-0.16404	-0.90064	0.76356	-1.2201	0.58199	0.19873	-0.0050959	-0.016006	0.0081793	0.01426	0.0042904	0.00092936
-0.16523	-0.90157	0.76829	-1.1996	0.59212	0.20539	-0.0011883	-0.00092239	0.0047316	0.020462	0.010133	0.0066655
-0.17121	-0.89829	0.77396	-1.196	0.57258	0.20243	-0.0059847	0.0032802	0.0056752	0.003562	-0.019539	-0.0029641
-0.16145	-0.8986	0.76721	-1.1969	0.58651	0.2099	0.0097645	-0.00031602	-0.0067514	-0.00082855	0.013926	0.0074747
-0.16927	-0.88547	0.75898	-1.1934	0.5727	0.20242	-0.0078238	0.013127	-0.0082303	0.0034345	-0.013809	-0.0074808
-0.16509	-0.90471	0.77671	-1.2028	0.61077	0.20387	0.0041819	-0.019232	0.017726	-0.0093342	0.038071	0.0014449
-0.16888	-0.90727	0.77169	-1.2013	0.59134	0.19737	-0.0037889	-0.0025671	-0.0050169	0.001478	-0.019434	-0.0064991
-0.17292	-0.91407	0.77255	-1.2041	0.62983	0.20584	-0.0040394	-0.0067984	0.00085867	-0.0028339	0.038487	0.0084722
-0.16205	-0.92384	0.78411	-1.1992	0.58354	0.19692	0.010868	-0.0097652	0.011561	0.0049481	-0.046281	-0.0089207
-0.17531	-0.92876	0.77231	-1.2034	0.60741	0.19894	-0.01326	-0.0049234	-0.011803	-0.0042574	0.023868	0.0020233
-0.16656	-0.92099	0.77488	-1.2132	0.58773	0.19329	0.0087543	0.007768	0.0025715	-0.0097812	-0.01968	-0.0056563
-0.17284	-0.94072	0.78884	-1.2095	0.59033	0.19542	-0.0062836	-0.019727	0.013958	0.0036565	0.0025987	0.0021361
-0.17367	-0.94354	0.7838	-1.218	0.60653	0.20033	-0.0008313	-0.002816	-0.00504	-0.0084775	0.016199	0.004905
-0.16804	-0.92468	0.75824	-1.2003	0.5822	0.20336	0.0056318	0.018856	-0.025551	0.017773	-0.024329	0.0030307
-0.17134	-0.93985	0.76918	-1.2034	0.58857	0.20135	-0.0033056	-0.01517	0.010933	-0.0031903	0.006367	-0.0020082
-0.17286	-0.93624	0.74354	-1.2038	0.5879	0.20381	-0.0015192	0.0036072	-0.025643	-0.0003895	-0.00066501	0.0024619
-0.16555	-0.92705	0.7558	-1.1972	0.58139	0.19667	0.0073156	0.0091941	0.012269	0.0066639	-0.0065159	-0.0071432
-0.17974	-0.96457	0.78168	-1.2061	0.61037	0.19626	-0.014188	-0.037521	0.02588	-0.0089135	0.028985	-0.00040893
-0.1716	-0.93594	0.76487	-1.1817	0.59348	0.1924	0.008137	0.028628	-0.016812	0.024334	-0.016889	-0.0038649
-0.17952	-0.93583	0.77263	-1.1845	0.59902	0.1977	-0.007916	0.00010986	0.0077612	-0.0027443	0.005541	0.0053043
-0.1794	-0.94838	0.77652	-1.1749	0.59185	0.19794	0.00011239	-0.012548	0.0038878	0.009629	-0.007175	0.00024317
-0.17719	-0.93544	0.7517	-1.1808	0.58899	0.20001	0.0022153	0.01294	-0.024818	-0.0059412	-0.0028599	0.0020672
-0.18021	-0.94541	0.77114	-1.1855	0.60125	0.2007	-0.0030202	-0.0099654	0.019438	-0.0046457	0.012261	0.0006904
-0.17731	-0.95878	0.77482	-1.1791	0.60465	0.2051	0.0028944	-0.01337	0.0036802	0.0063505	0.003402	0.0043954
-0.17683	-0.93637	0.78128	-1.18	0.60269	0.21295	0.00048338	0.02241	0.0064571	-0.00085498	-0.0019639	0.007852
-0.17731	-0.96457	0.79735	-1.1734	0.59516	0.21043	-0.00048006	-0.028199	0.016069	0.0066036	-0.0075282	-0.0025186
-0.17749	-0.98475	0.81033	-1.1825	0.58845	0.20132	-0.00017738	-0.020189	0.012979	-0.0091642	-0.0067122	-0.0091054
-0.1803	-0.9701	0.78933	-1.1789	0.60563	0.20515	-0.0028169	0.014655	-0.021002	0.0035923	0.017183	0.0038223
-0.17795	-0.98593	0.82399	-1.1744	0.61828	0.20248	0.0023494	-0.015827	0.034666	0.0045526	0.012654	-0.0026657
-0.17985	-0.96563	0.8069	-1.1698	0.62903	0.21352	-0.0019	0.020297	-0.017093	0.0045907	0.010744	0.011039
-0.17826	-0.97346	0.82854	-1.1628	0.62103	0.20176	0.0015952	-0.0078308	0.021638	0.006941	-0.0079992	-0.011761
-0.17607	-0.97982	0.82058	-1.1691	0.59943	0.20136	0.0021898	-0.006362	-0.0079593	-0.0062904	-0.021601	-0.00040163
-0.18642	-0.99071	0.81693	-1.1675	0.61613	0.20391	-0.010351	-0.01089	-0.003648	0.0016269	0.016705	0.0025577
-0.18648	-0.98456	0.80148	-1.1766	0.62599	0.21538	-6.4155e-05	0.0061527	-0.015449	-0.0090613	0.0098611	0.011466
-0.19762	-0.99321	0.79201	-1.1707	0.62989	0.22008	-0.011137	-0.008651	-0.0094663	0.0059006	0.0039008	0.0046962
-0.19722	-0.9893	0.78576	-1.1837	0.64662	0.22063	0.00039637	0.0039129	-0.0062521	-0.01305	0.016728	0.0005493
-0.18983	-0.97151	0.76841	-1.1651	0.59649	0.2146	0.0073954	0.017783	-0.017353	0.018603	-0.05013	-0.0060313
-0.19389	-0.991	0.79178	-1.1739	0.63745	0.21994	-0.0040581	-0.019486	0.023374	-0.0088371	0.04096	0.0053466
-0.18757	-0.99812	0.78404	-1.181	0.59995	0.21429	0.0063207	-0.007124	-0.0077445	-0.0070705	-0.037499	-0.0056568
-0.19551	-0.97555	0.77119	-1.1798	0.63698	0.22535	-0.0079428	0.022574	-0.012853	0.0012414	0.037026	0.011067
-0.19265	-1.011	0.78118	-1.2031	0.61591	0.21367	0.0028603	-0.035441	0.009994	-0.023321	-0.021072	-0.01168
-0.19432	-0.97196	0.75025	-1.1745	0.63295	0.22395	-0.0016706	0.039029	-0.030927	0.028563	0.017042	0.010275
-0.18978	-0.98151	0.75574	-1.1807	0.63141	0.21892	0.0045355	-0.0095522	0.0054846	-0.0061431	-0.001543	-0.005028
-0.18987	-0.9741	0.76221	-1.1652	0.63967	0.22539	-8.6777e-05	0.0074095	0.0064689	0.015439	0.0082621	0.0064747
-0.18765	-0.96751	0.74353	-1.1681	0.63583	0.22583	0.0022225	0.006595	-0.018679	-0.0028544	-0.0038383	0.0004363
-0.1863	-0.97515	0.75522	-1.174	0.63554	0.22391	0.0013513	-0.0076367	0.011689	-0.0059326	-0.00028567	-0.0019188
-0.19023	-1.0045	0.75021	-1.1713	0.63577	0.2215	-0.0039301	-0.029399	-0.0050029	0.0027328	0.00022775	-0.0024096
-0.18899	-0.99212	0.74634	-1.1711	0.64154	0.22557	0.0012379	0.012424	-0.0038691	0.00023997	0.0057657	0.0040709
-0.19307	-0.97907	0.74413	-1.1659	0.64901	0.22848	-0.0040775	0.013047	-0.0022154	0.0051103	0.0074696	0.0029057
-0.19223	-1.0066	0.77166	-1.17	0.65196	0.22728	0.00083763	-0.027559	0.027535	-0.0040403	0.0029533	-0.0011961
-0.19399	-0.98236	0.75166	-1.1863	0.64639	0.22372	-0.0017555	0.024272	-0.020007	-0.016362	-0.0055748	-0.0035588
-0.19353	-0.98585	0.7566	-1.1808	0.63604	0.20981	0.00045201	-0.0034901	0.0049451	0.0055463	-0.010348	-0.01391
-0.19684	-0.99911	0.7423	-1.1935	0.62455	0.21071	-0.0033112	-0.013256	-0.014302	-0.012746	-0.011483	0.00089707
-0.19804	-0.98722	0.74178	-1.1811	0.62805	0.20836	-0.0011925	0.011886	-0.00051958	0.012465	0.0034929	-0.0023557
-0.20258	-1.031	0.77177	-1.1909	0.64057	0.21555	-0.0045391	-0.043806	0.029988	-0.0098217	0.012522	0.0071982
